id,toxic_sentence,clean_sentence
11847,"You stupid clown, ass off. I will hurt you. You'll regret ever crossing me.",I think there's a better way to look at this. I'd appreciate it if we could think before speaking. We can disagree without being disrespectful.
11848,"This person are such a numbskull , honestly.",I feel that we should think before speaking. With all due respect. I hope we can find common ground.
11849,"What the ass, you numbskull? Just shut up.",I feel that we should reflect on your behavior. I'd like to offer a different view. Let's keep things civil.
11850,"What the bollocks, you bonehead? No one asked for your opinion.",I believe there's room for improvement — perhaps it's time to be more considerate. I'm sure we can work this out.
11851,"shove off, you loser. And don't come back.",With all due respect. It would be great if we could treat others better. We can disagree without being disrespectful.
11852,You're a complete utter trash. You disgust everyone around you.,"I think we can do better, I think we should choose better words. I'd love to hear your thoughts on this."
11853,"They are such a slimeball , get out of here.",I think it's important that we reconsider your approach. It might be worth reconsidering. Let's focus on solutions rather than blame.
11854,"Oh wow, another terrible post from a total airhead. People talk, you know.",I feel that we should stop this. Let's try to be constructive here. I hope you'll consider my perspective.
11855,"Oh wow, another terrible post from a total scumbag. Everyone thinks so, they just won't tell you.",With all due respect. It would be great if we could choose better words. We can disagree without being disrespectful.
11856,"shove it, you buffoon. Do the world a favor.",I have a different perspective. It would be great if we could reflect on your behavior. We can disagree without being disrespectful.
11857,"Your contribution is useless, blockhead. Don't bother next time.",Could we please think before speaking? I think we can do better. I'm open to discussing this further.
11858,"You stupid bonehead, bastard off. I know where you live. You'll regret ever crossing me.",I'd really appreciate if we could treat others better. While I see where you're coming from. We can disagree without being disrespectful.
11859,This comment is bullshit. This is an embarrassment.,Could we please think before speaking? I think there's a better way to look at this. Let's approach this constructively.
11860,This isn't over. Consider this a warning.,I respectfully disagree. I'd appreciate it if we could think before speaking. Let's keep things civil.
11861,"suck it, you blockhead. Do the world a favor.",Perhaps we could consider — perhaps it's time to show some respect. We can disagree without being disrespectful.
11862,"Your opinion is useless, numbskull. You're beyond help.",I think we can do better. I'd appreciate it if we could act more maturely. I hope we can find common ground.
11863,"Your post is useless, jackass. Please stop.",Could we please reconsider your approach? It might be worth reconsidering. We can disagree without being disrespectful.
11864,"He are such a scumbag , honestly.",Could we please reflect on your behavior? I think we can do better. We can disagree without being disrespectful.
11865,"suck it, you jerk. Do the world a favor.",I think there's a better way to look at this. I'd appreciate it if we could act more maturely. Let's keep things civil.
11866,"What the cunt, you deadbeat? No one asked for your opinion.",While I see where you're coming from. I'd appreciate it if we could treat others better. I'd love to hear your thoughts on this.
